<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2025.11.11	11:00:00	4135.90	4145.85	4134.41	4141.83	5812	0	28
2025.11.11	12:00:00	4141.83	4144.09	4136.86	4141.78	6311	0	28
2025.11.11	13:00:00	4141.95	4144.39	4139.06	4142.81	5454	0	28
2025.11.11	14:00:00	4142.93	4143.84	4133.13	4134.28	6142	0	28
2025.11.11	15:00:00	4134.32	4146.60	4133.88	4142.51	7774	0	28
2025.11.11	16:00:00	4142.52	4143.17	4120.07	4125.08	9624	0	28
2025.11.11	17:00:00	4124.94	4125.91	4097.06	4106.61	10200	0	28
2025.11.11	18:00:00	4106.61	4115.73	4105.09	4113.10	8643	0	28
2025.11.11	19:00:00	4113.15	4117.68	4110.51	4114.33	7363	0	28
2025.11.11	20:00:00	4114.36	4116.24	4106.65	4113.75	7244	0	28
2025.11.11	21:00:00	4113.74	4126.02	4111.96	4123.00	6129	0	28
2025.11.11	22:00:00	4123.03	4131.78	4122.36	4129.48	6671	0	28
2025.11.11	23:00:00	4129.22	4131.39	4125.53	4126.62	2966	0	28
2025.11.12	01:00:00	4127.59	4144.64	4127.08	4142.63	5614	0	28
2025.11.12	02:00:00	4142.45	4145.48	4132.06	4132.82	5784	0	28
2025.11.12	03:00:00	4132.84	4137.22	4126.44	4131.46	8525	0	28
2025.11.12	04:00:00	4131.44	4135.39	4118.83	4123.99	7047	0	28
2025.11.12	05:00:00	4124.01	4125.33	4111.68	4111.85	6541	0	28
2025.11.12	06:00:00	4111.83	4112.98	4103.62	4110.34	6564	0	28
2025.11.12	07:00:00	4110.48	4110.94	4098.80	4104.63	6588	0	28
2025.11.12	08:00:00	4104.67	4118.95	4103.15	4118.42	7499	0	28
2025.11.12	09:00:00	4118.39	4125.17	4113.44	4116.96	6689	0	28
2025.11.12	10:00:00	4117.01	4132.71	4112.09	4131.27	7265	0	28
2025.11.12	11:00:00	4131.21	4133.47	4120.51	4124.61	6827	0	28
2025.11.12	12:00:00	4124.60	4129.18	4117.99	4127.71	6430	0	28
2025.11.12	13:00:00	4127.77	4131.07	4123.03	4126.06	6178	0	28
2025.11.12	14:00:00	4126.07	4139.35	4124.88	4130.13	7350	0	28
2025.11.12	15:00:00	4130.19	4132.57	4122.74	4127.01	8499	0	28
2025.11.12	16:00:00	4127.15	4139.96	4125.02	4136.63	9739	0	28
2025.11.12	17:00:00	4136.63	4185.42	4134.56	4181.33	10679	0	28
2025.11.12	18:00:00	4181.61	4197.64	4180.07	4196.39	10179	0	28
2025.11.12	19:00:00	4196.41	4206.48	4192.34	4199.41	9872	0	28
2025.11.12	20:00:00	4199.43	4211.67	4190.49	4206.75	9148	0	28
2025.11.12	21:00:00	4206.74	4210.05	4192.09	4197.38	8881	0	28
2025.11.12	22:00:00	4197.28	4199.63	4190.55	4195.84	8170	0	28
2025.11.12	23:00:00	4195.85	4201.98	4190.98	4196.52	4030	0	28
2025.11.13	01:00:00	4196.37	4208.11	4187.45	4191.10	6359	0	28
2025.11.13	02:00:00	4191.03	4208.67	4186.19	4205.76	8075	0	28
2025.11.13	03:00:00	4205.76	4209.05	4179.96	4192.37	9656	0	28
2025.11.13	04:00:00	4192.28	4195.80	4183.40	4190.15	8411	0	28
2025.11.13	05:00:00	4190.19	4213.10	4190.15	4212.86	8116	0	28
2025.11.13	06:00:00	4212.85	4219.32	4203.36	4209.24	7246	0	28
2025.11.13	07:00:00	4209.25	4217.70	4207.44	4211.96	8013	0	28
2025.11.13	08:00:00	4211.89	4212.08	4203.28	4210.33	7288	0	28
2025.11.13	09:00:00	4210.34	4219.99	4208.32	4219.91	6769	0	28
2025.11.13	10:00:00	4219.93	4239.40	4219.08	4232.79	7970	0	28
2025.11.13	11:00:00	4232.74	4239.41	4224.95	4233.08	7168	0	28
2025.11.13	12:00:00	4233.10	4239.92	4221.67	4225.48	6992	0	28
2025.11.13	13:00:00	4225.85	4232.20	4219.26	4230.57	7452	0	28
2025.11.13	14:00:00	4230.52	4244.98	4229.92	4242.55	6657	0	28
2025.11.13	15:00:00	4242.59	4243.82	4220.29	4231.76	9456	0	28
2025.11.13	16:00:00	4231.96	4232.29	4184.46	4195.37	10635	0	28
2025.11.13	17:00:00	4195.21	4205.01	4186.65	4202.53	10574	0	28
2025.11.13	18:00:00	4202.31	4210.77	4195.70	4206.73	9779	0	28
2025.11.13	19:00:00	4206.71	4208.25	4193.22	4201.69	9585	0	28
2025.11.13	20:00:00	4201.76	4203.24	4145.41	4157.79	10064	0	28
2025.11.13	21:00:00	4157.77	4170.48	4145.71	4163.83	9516	0	28
2025.11.13	22:00:00	4163.86	4170.59	4160.29	4163.76	8568	0	28
2025.11.13	23:00:00	4163.90	4181.16	4161.07	4171.44	4334	0	28
2025.11.14	01:00:00	4171.50	4186.49	4170.17	4185.79	5231	0	28
2025.11.14	02:00:00	4185.87	4189.75	4178.18	4183.80	6411	0	28
2025.11.14	03:00:00	4183.45	4193.68	4173.65	4189.96	9259	0	28
2025.11.14	04:00:00	4190.24	4210.25	4188.50	4206.97	8304	0	28
2025.11.14	05:00:00	4207.08	4211.20	4201.33	4204.35	7016	0	28
2025.11.14	06:00:00	4204.33	4205.70	4197.05	4203.21	5870	0	28
2025.11.14	07:00:00	4203.33	4203.58	4183.96	4189.84	8023	0	28
2025.11.14	08:00:00	4189.86	4193.31	4169.50	4175.12	8213	0	28
2025.11.14	09:00:00	4175.32	4182.26	4158.92	4181.04	8459	0	28
2025.11.14	10:00:00	4180.99	4186.85	4170.04	4175.96	8514	0	28
2025.11.14	11:00:00	4175.97	4180.35	4166.69	4169.24	8347	0	28
2025.11.14	12:00:00	4169.25	4171.01	4159.65	4167.86	7973	0	28
2025.11.14	13:00:00	4167.87	4169.90	4130.92	4133.00	9409	0	28
2025.11.14	14:00:00	4132.81	4140.61	4107.89	4116.08	10511	0	28
2025.11.14	15:00:00	4116.12	4118.90	4041.28	4055.83	11222	0	28
2025.11.14	16:00:00	4055.85	4083.89	4032.06	4082.47	11143	0	28
2025.11.14	17:00:00	4082.63	4096.34	4068.52	4093.53	10905	0	28
2025.11.14	18:00:00	4093.49	4111.05	4080.96	4105.12	10201	0	28
2025.11.14	19:00:00	4105.15	4110.41	4094.26	4099.78	9797	0	28
2025.11.14	20:00:00	4099.84	4103.67	4080.84	4098.03	9912	0	28
2025.11.14	21:00:00	4097.98	4099.98	4087.67	4089.91	8498	0	28
2025.11.14	22:00:00	4090.05	4092.33	4075.46	4087.34	8815	0	28
2025.11.14	23:00:00	4087.17	4087.17	4077.88	4084.98	4316	0	28
2025.11.17	01:00:00	4085.18	4106.67	4071.49	4096.18	8044	0	28
2025.11.17	02:00:00	4096.19	4098.12	4080.89	4083.02	8468	0	28
2025.11.17	03:00:00	4083.11	4101.78	4082.63	4091.27	9843	0	28
2025.11.17	04:00:00	4091.02	4093.75	4080.75	4081.75	9004	0	28
2025.11.17	05:00:00	4081.76	4085.83	4069.97	4082.86	8444	0	28
2025.11.17	06:00:00	4082.92	4088.01	4076.81	4078.53	6223	0	28
2025.11.17	07:00:00	4078.66	4078.66	4049.63	4058.26	8880	0	28
2025.11.17	08:00:00	4058.28	4071.92	4054.63	4065.99	8581	0	28
2025.11.17	09:00:00	4065.91	4089.01	4065.25	4088.13	7519	0	28
2025.11.17	10:00:00	4088.07	4095.91	4072.07	4077.28	8966	0	28
2025.11.17	11:00:00	4077.36	4088.53	4072.19	4082.12	7967	0	28
2025.11.17	12:00:00	4082.10	4089.30	4068.40	4070.21	8092	0	28
2025.11.17	13:00:00	4070.22	4085.80	4061.04	4078.47	8373	0	28
2025.11.17	14:00:00	4078.41	4085.28	4074.79	4077.13	7331	0	28
2025.11.17	15:00:00	4077.12	4092.15	4061.16	4065.38	9870	0	28
2025.11.17	16:00:00	4065.29	4081.92	4060.78	4076.05	10234	0	28
2025.11.17	17:00:00	4076.22	4077.43	4060.86	4064.27	10369	0	28
2025.11.17	18:00:00	4064.10	4073.60	4052.20	4069.90	9796	0	28
2025.11.17	19:00:00	4070.00	4080.95	4069.69	4073.22	8623	0	28
2025.11.17	20:00:00	4073.26	4076.02	4062.28	4062.54	8254	0	28
2025.11.17	21:00:00	4062.38	4065.02	4010.82	4011.00	9893	0	28
2025.11.17	22:00:00	4011.10	4044.00	4006.81	4040.72	9558	0	28
2025.11.17	23:00:00	4040.87	4045.51	4038.78	4044.84	3373	0	28
2025.11.18	01:00:00	4045.73	4055.06	4028.47	4036.58	5782	0	28
2025.11.18	02:00:00	4036.66	4040.99	4027.13	4039.83	7009	0	28
2025.11.18	03:00:00	4040.06	4045.02	4022.36	4024.92	8665	0	28
2025.11.18	04:00:00	4024.87	4035.72	4015.20	4017.69	8092	0	28
2025.11.18	05:00:00	4017.67	4026.30	4008.47	4013.19	7884	0	28
2025.11.18	06:00:00	4013.20	4017.93	4004.85	4010.34	7556	0	28
2025.11.18	07:00:00	4010.39	4025.20	4008.22	4018.95	8248	0	28
2025.11.18	08:00:00	4019.02	4020.50	4007.58	4008.93	8583	0	28
2025.11.18	09:00:00	4008.85	4017.43	3997.95	4013.64	8692	0	28
2025.11.18	10:00:00	4013.97	4042.58	4010.54	4036.58	8959	0	28
2025.11.18	11:00:00	4036.59	4047.14	4030.25	4040.26	8230	0	28
2025.11.18	12:00:00	4040.09	4050.18	4037.34	4044.03	8032	0	28
2025.11.18	13:00:00	4044.07	4050.27	4036.82	4039.48	7201	0	28
2025.11.18	14:00:00	4039.47	4045.03	4029.17	4032.36	8586	0	28
2025.11.18	15:00:00	4032.53	4070.14	4031.38	4065.14	9498	0	28
2025.11.18	16:00:00	4065.10	4081.78	4058.33	4065.66	10154	0	28
2025.11.18	17:00:00	4065.58	4072.16	4049.13	4052.81	10979	0	28
2025.11.18	18:00:00	4052.86	4069.08	4040.63	4066.73	9816	0	28
2025.11.18	19:00:00	4066.56	4075.68	4059.62	4071.34	9179	0	28
2025.11.18	20:00:00	4071.39	4074.49	4063.09	4072.51	8707	0	28
2025.11.18	21:00:00	4072.58	4081.89	4072.49	4081.06	8835	0	28
2025.11.18	22:00:00	4081.05	4082.22	4067.36	4069.43	9142	0	28
2025.11.18	23:00:00	4069.42	4072.38	4064.83	4067.00	3656	0	28
2025.11.19	01:00:00	4067.37	4077.85	4059.16	4076.65	4905	0	28
2025.11.19	02:00:00	4076.77	4078.38	4067.60	4069.25	6317	0	28
2025.11.19	03:00:00	4069.21	4070.32	4056.32	4059.06	8868	0	28
2025.11.19	04:00:00	4059.13	4080.52	4055.54	4075.62	8571	0	28
2025.11.19	05:00:00	4075.62	4078.63	4066.04	4066.99	7275	0	28
2025.11.19	06:00:00	4066.97	4076.84	4064.55	4075.28	6416	0	28
2025.11.19	07:00:00	4075.29	4097.29	4074.32	4095.49	8624	0	28
2025.11.19	08:00:00	4095.51	4098.56	4089.09	4090.94	8110	0	28
2025.11.19	09:00:00	4090.65	4096.86	4084.88	4086.79	6964	0	28
2025.11.19	10:00:00	4086.53	4088.64	4078.35	4083.45	7775	0	28
2025.11.19	11:00:00	4083.20	4116.21	4081.06	4113.13	8552	0	28
2025.11.19	12:00:00	4113.18	4118.95	4107.02	4108.90	8462	0	28
2025.11.19	13:00:00	4108.92	4117.63	4106.45	4112.99	7182	0	28
2025.11.19	14:00:00	4113.01	4119.82	4112.11	4114.52	7365	0	28
2025.11.19	15:00:00	4114.57	4117.64	4100.81	4110.57	9897	0	28
2025.11.19	16:00:00	4110.60	4128.89	4101.95	4127.90	10131	0	28
2025.11.19	17:00:00	4127.76	4132.74	4090.12	4096.58	10835	0	28
2025.11.19	18:00:00	4096.66	4098.49	4067.79	4074.66	11008	0	28
2025.11.19	19:00:00	4074.54	4081.17	4055.60	4078.77	10715	0	28
2025.11.19	20:00:00	4078.75	4091.21	4075.63	4087.05	10024	0	28
2025.11.19	21:00:00	4087.07	4087.13	4069.19	4073.58	10310	0	28
2025.11.19	22:00:00	4073.56	4082.01	4072.28	4076.32	9126	0	28
2025.11.19	23:00:00	4076.32	4084.61	4065.55	4077.51	5278	0	28
2025.11.20	01:00:00	4078.15	4108.05	4078.14	4104.39	6689	0	28
2025.11.20	02:00:00	4104.46	4110.15	4100.39	4102.97	7350	0	28
2025.11.20	03:00:00	4103.05	4109.13	4080.91	4081.44	9456	0	28
2025.11.20	04:00:00	4081.27	4081.52	4042.15	4066.89	9899	0	28
2025.11.20	05:00:00	4066.90	4085.42	4064.86	4072.26	8435	0	28
2025.11.20	06:00:00	4072.29	4080.38	4068.27	4075.50	6202	0	28
2025.11.20	07:00:00	4075.52	4075.90	4064.39	4066.61	7772	0	28
2025.11.20	08:00:00	4066.60	4077.71	4058.55	4068.48	8696	0	28
2025.11.20	09:00:00	4068.42	4076.54	4054.16	4059.87	8146	0	28
2025.11.20	10:00:00	4059.78	4069.20	4038.86	4063.35	9820	0	28
2025.11.20	11:00:00	4063.34	4072.69	4055.56	4064.09	8539	0	28
2025.11.20	12:00:00	4064.15	4068.17	4058.11	4059.94	6951	0	28
2025.11.20	13:00:00	4059.83	4068.39	4051.03	4060.25	7888	0	28
2025.11.20	14:00:00	4060.68	4081.91	4060.10	4081.80	8128	0	28
2025.11.20	15:00:00	4081.84	4096.01	4067.29	4080.28	10780	0	28
2025.11.20	16:00:00	4080.09	4107.05	4072.20	4093.27	10795	0	28
2025.11.20	17:00:00	4093.18	4098.67	4070.17	4070.46	10684	0	28
2025.11.20	18:00:00	4070.15	4082.41	4044.74	4049.16	10997	0	28
2025.11.20	19:00:00	4048.67	4068.37	4043.67	4066.00	11077	0	28
2025.11.20	20:00:00	4065.97	4072.36	4056.24	4060.51	10238	0	28
2025.11.20	21:00:00	4060.38	4087.00	4058.98	4084.52	9665	0	28
2025.11.20	22:00:00	4084.55	4085.00	4073.28	4077.04	8578	0	28
2025.11.20	23:00:00	4077.12	4080.73	4074.24	4078.17	3068	0	28
2025.11.21	01:00:00	4076.89	4088.59	4072.86	4079.07	6926	0	28
2025.11.21	02:00:00	4078.92	4081.10	4071.55	4073.75	5380	0	28
2025.11.21	03:00:00	4073.20	4073.20	4060.42	4067.96	6018	0	28
2025.11.21	04:00:00	4068.05	4079.79	4056.61	4057.12	8117	0	28
2025.11.21	05:00:00	4057.16	4059.36	4049.27	4056.19	8058	0	28
2025.11.21	06:00:00	4056.13	4062.40	4047.80	4052.19	6699	0	28
2025.11.21	07:00:00	4052.49	4059.54	4039.90	4058.37	8564	0	28
2025.11.21	08:00:00	4058.37	4064.21	4029.40	4032.83	9382	0	28
2025.11.21	09:00:00	4032.70	4039.70	4024.90	4031.60	8958	0	28
2025.11.21	10:00:00	4031.63	4047.91	4022.83	4040.94	9480	0	28
2025.11.21	11:00:00	4040.25	4063.35	4040.23	4050.45	9096	0	28
2025.11.21	12:00:00	4050.50	4052.65	4032.28	4037.23	9865	0	28
2025.11.21	13:00:00	4037.08	4046.82	4030.91	4036.54	8769	0	28
2025.11.21	14:00:00	4036.41	4071.45	4034.71	4065.73	10083	0	28
2025.11.21	15:00:00	4065.93	4081.11	4059.20	4079.63	10299	0	28
2025.11.21	16:00:00	4079.60	4083.80	4061.63	4071.97	10625	0	28
2025.11.21	17:00:00	4071.67	4076.63	4055.09	4069.62	11075	0	28
2025.11.21	18:00:00	4069.54	4100.68	4063.03	4099.93	10380	0	28
2025.11.21	19:00:00	4099.80	4101.11	4078.98	4085.51	10068	0	28
2025.11.21	20:00:00	4085.50	4088.19	4076.42	4082.86	9745	0	28
2025.11.21	21:00:00	4082.83	4092.23	4082.75	4087.55	8852	0	28
2025.11.21	22:00:00	4087.57	4088.68	4055.17	4067.43	9872	0	28
2025.11.21	23:00:00	4067.36	4069.06	4054.51	4065.95	4934	0	28
2025.11.24	01:00:00	4071.35	4077.66	4065.67	4075.02	6565	0	28
